,title,keyword,category,score,author,publisher,reviewnum
702,중국 근현대사 강의,소련 중화민국 중화 인민공화국 동아시아 국민당 난징,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['0', '0', '0', '0', '100']",중국근현대사학회 엮음,한울아카데미,2.0
703,아틀라스 중앙유라시아사,몽골 제국 중앙아시아 티무르 위구르 티베트 투르크,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['41', '19', '14', '3', '24']",김호동 저자(글),사계절,42.0
704,돌궐 유목제국사 552~745,중국 아사 사나 투르크 고대 재배열,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['0', '25', '75', '0', '0']",정재훈 저자(글),사계절,4.0
705,학교에서 가르쳐주지 않는 일본사,조선 이에야스 에도시대 요미우리 일본문화 도쿠가와,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사'],"['41', '21', '11', '4', '23']",신상목 저자(글),뿌리와이파리,81.0
706,은근 몰랐던 일본 문화사,오타쿠 오키나와 커밍아웃 아쿠타가와 미시마 일본국,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본문화사', '국내도서 > 역사/문화 > 문화사 > 일본문화사']","['40', '10', '10', '10', '30']",조재면 저자(글),블랙피쉬,28.0
707,몽골제국과 세계사의 탄생,주요 성과 유라시아 대륙 팍스 리카 교통로 세계 체제,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 역사/문화 > 동양사 > 몽골/티벳']","['57', '29', '7', '0', '7']",김호동 저자(글),돌베개,18.0
708,한국인을 위한 중국사,중화 인민공화국 중국역사 동아시아 세계 문화사 춘추 한반도,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['26', '33', '19', '4', '19']",신성곤 외 저자(글),서해문집,31.0
709,음식으로 읽는 중국사,춘추 중국사 양쯔 음식문화 서역 중국문화,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['50', '14', '7', '7', '21']",윤덕노 저자(글),더난출판사,30.0
710,세계 문화 여행: 몽골,소련 러시아어 칭기즈칸 골인 스탈린 리모,"['국내도서 > 역사/문화 > 동양사 > 동양문화사', '국내도서 > 역사/문화 > 문화사 > 동양문화사']","['100', '0', '0', '0', '0']",앨런 샌더스 저자(글) · 김수진 번역,시그마북스,3.0
711,차의 시간을 걷다,역사 인문교양서 차마고도 신라 고전 다경,"['국내도서 > 요리 > 와인/커피/음료 > 다도/차', '국내도서 > 역사/문화 > 동양사 > 동양문화사', '국내도서 > 역사/문화 > 문화사 > 동양문화사']","['0', '50', '25', '0', '25']","김세리 , 조미라 저자(글)",열린세상,10.0
712,사료로 보는 아시아사,일본 가마쿠라 마오쩌둥 쿠빌라이 주원장 중화민국,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['40', '0', '10', '0', '50']","유인선 , 김병준 , 하원수 , 이근명 , 원정식 , 김형종 , 박수철 , 박훈 , 이지은 , 이은정 , 정재훈 저자(글)",위더스북(종이비행기),10.0
713,헤이세이 일본의 잃어버린 30년,오키나와 일본문화 고이즈미 일본사회 포퓰리즘 일본근현대사,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사', '국내도서 > 정치/사회 > 사회학 > 각국사회/문화 > 일본사회/문화']","['35', '10', '35', '0', '20']",요시미 슈운야 저자(글) · 서의동 번역,에이케이커뮤니케이션즈,29.0
714,정사 삼국지: 위서 1,원소 사마 중국사 위서 사마의 사마천,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사'],"['62', '0', '15', '8', '15']",진수 저자(글) · 김원중 번역,휴머니스트,15.0
715,일본 미술의 역사,중국 미술사 헤이안 시대 현대 미술 패전 선사 시대,"['국내도서 > 예술/대중문화 > 예술문고 > 시공아트', '국내도서 > 역사/문화 > 동양사 > 일본사 > 일본문화사', '국내도서 > 역사/문화 > 문화사 > 일본문화사']","['25', '25', '0', '25', '25']",강민기 번역 · 조앤 스탠리베이커 저자(글),시공아트,6.0
716,1945 히로시마,사사키 외과의사 마르케스 마이니치 이시카와 마코토,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사'],"['67', '33', '0', '0', '0']",존 허시 저자(글) · 김영희 번역,책과함께,7.0
717,중국사 인물과 연표,유럽 건륭제 중국역사인물 중화민국 몽골족 황하,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 동양사 > 중국사 > 중국역사인물', '국내도서 > 역사/문화 > 역사인물 > 중국역사인물']","['33', '0', '11', '11', '44']",손잔췐 저자(글) · 진화 번역,나무발전소,11.0
718,자치통감,이세민 동양고전 마오쩌둥 중국사 이주영 사기,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['40', '10', '30', '0', '20']","사마광 저자(글) · 나진희 , 푸챵 번역",현대지성,23.0
719,"사기, 2천 년의 비밀",사마천 중국 공산당 중국 역사 공자 고대사 이족,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['57', '14', '14', '0', '14']",이덕일 저자(글),만권당,7.0
720,전국시대 다이묘들,히데 마쓰 호조 사이토 노부나가 도산,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본사일반'],"['17', '17', '0', '33', '33']",구태훈 저자(글),휴먼메이커,6.0
721,아시아에서의 냉전,스탈린 마오쩌둥 한국 전쟁 김일성 출병 미국,"['국내도서 > 역사/문화 > 동양사 > 동남아시아사', '국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사', '국내도서 > 정치/사회 > 국방/군사 > 한국전쟁']","['0', '100', '0', '0', '0']",선즈화 저자(글) · 김국헌 번역,소명출판,2.0
722,이슬람(신판),무슬림 전성기 루즈벨트 팔레스타인 프랭클린 셀러,['국내도서 > 역사/문화 > 동양사 > 이슬람사'],"['0', '0', '100', '0', '0']",카렌 암스트롱 저자(글) · 장병옥 번역,을유문화사,3.0
723,동아시아의 전쟁과 평화 1,전쟁사 역사 정체 지배 전략 주목,"['국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사', '국내도서 > 역사/문화 > 동양사 > 동양사일반']","['0', '0', '0', '50', '50']",이삼성 저자(글),한길사,5.0
724,이야기 일본사(보급판),야마토 세계 대전 아시아 메이지 유신 메이지 시대 본사,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본사일반'],"['33', '33', '0', '0', '33']",김희영 저자(글),청아출판사,3.0
725,인도 이야기,문명 인도여행 힌두 인도철학 인더스 인도사,['국내도서 > 역사/문화 > 동양사 > 인도사'],"['38', '13', '13', '0', '38']",마이클 우드 저자(글) · 김승욱 번역,살림,9.0
726,예루살렘 전기,헤롯 아랍 이스라엘 예수 그리스도교 무함마드,['국내도서 > 역사/문화 > 동양사 > 이스라엘/유대인'],"['0', '63', '13', '0', '25']",사이먼 시백 몬티피오리 저자(글) · 유달승 번역,시공사,17.0
727,아틀라스 일본사,노부나가 동양사 일본군 일본역사 오다 히로시,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본사일반'],"['32', '28', '6', '4', '30']",일본사학회 저자(글),사계절,96.0
728,이토록 매혹적인 아랍이라니,아랍인 동양사 무함마드 이슬람사 두바이 로렌스,['국내도서 > 역사/문화 > 동양사 > 이슬람사'],"['29', '50', '4', '0', '18']",손원호 저자(글),부키,42.0
729,제국의 브로커들,식민지 조선 정착민 만주 일본 국민 중국 고바야시,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사', '국내도서 > 역사/문화 > 한국사 > 개화기 > 한일관계와역사']",[],우치다 준 저자(글) · 한승동 번역,길,11.0
730,잃어버린 계몽의 시대,중앙 아시아 중앙아시아 몽골 티무르 바그다드 이븐,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중앙아시아사'],"['25', '0', '50', '0', '25']",S. 프레더릭 스타 저자(글) · 이은정 번역,길,5.0
731,동주 열국지 세트,오자서 전국시대 공자 좌전 왕실 전국책,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국고대사', '국내도서 > 소설 > 중국소설 > 역사소설', '국내도서 > 소설 > 장르소설 > 역사소설']","['56', '13', '6', '13', '13']",채원방 정리 · 김영문 번역 · 풍몽룡 저자(글),글항아리,24.0
732,일본 제국 패망사,전쟁 도쿄 나가사키 히로시마 퓰리처상 말레이,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사'],"['34', '16', '24', '5', '21']","존 톨런드 저자(글) · 박병화 , 이두영 번역 · 권성욱 감수",글항아리,47.0
733,측천무후,신룡 천황제 이세민 중종 이현 황후,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 중국역사인물']","['0', '100', '0', '0', '0']",우지앙 저자(글) · 권용호 번역,학고방,1.0
734,명나라 역대 황제 평전,황위 중국역사 천자 중국황제 주후 태자,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 중국역사인물']","['20', '50', '10', '0', '20']",강정만 저자(글),주류성,20.0
735,사카모토 료마와 메이지 유신,쇼군 시코쿠 도사 이카루스 나가사키 교토,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['43', '29', '0', '0', '29']","마리우스 B. 잰슨 저자(글) · 손일 , 이동민 번역",푸른길,7.0
736,실크로드 둔황에서 막고굴의 숨은 역사를 보다,유럽 석굴 창건 벽화 불교 워너,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['100', '0', '0', '0', '0']","판진스 , 둔황연구원 저자(글) · 강초아 번역",도서출판 선,4.0
737,친절한 동아시아사,책봉 조공 임진 인구 이동 명과 실리,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 동양사 > 동양사일반', '국내도서 > 역사/문화 > 청소년 역사']","['30', '10', '0', '0', '60']",전국역사교사모임 저자(글) · 송진욱 그림/만화,북멘토,13.0
738,홍콩 산책,중국 상하이 오브 라이트 맨션 플레이스,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 대만/마카오/홍콩사', '국내도서 > 여행 > 해외여행 > 홍콩/마카오/대만여행']","['43', '14', '14', '0', '29']",류영하 저자(글),산지니,8.0
739,중국 문화를 읽는 6가지 키워드,항우 소동파 사마천 원도 하버드대학 고대,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국문화사', '국내도서 > 역사/문화 > 문화사 > 중국문화사']","['50', '0', '50', '0', '0']",리어우판 저자(글) · 신의연 번역,흐름출판,4.0
740,수부타이,유럽 한니발 페르시아 헝가리 알렉산더 서하,"['국내도서 > 역사/문화 > 동양사 > 기타아시아역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 기타아시아역사인물']","['60', '0', '20', '10', '10']",리처드 A. 가브리엘 저자(글) · 박리라 번역,글항아리,11.0
741,칼과 책,중국 동아시아 중국역사인물 주자학 양명학 급제,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 중국역사인물']","['25', '50', '25', '0', '0']",둥핑 저자(글) · 이준식 번역,글항아리,7.0
742,법으로 읽는 중국 고대사회,친족 중국역사 혼인 중국고대사 집행유예 사상사,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국고대사'],"['20', '0', '60', '20', '0']","취퉁쭈 저자(글) · 김여진 , 윤지원 , 황종원 번역",글항아리,6.0
743,중일전쟁,일본 중국 공산당 제스 동양사 충칭 중일 전쟁,"['국내도서 > 역사/문화 > 동양사 > 동양사일반', '국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사']","['35', '19', '27', '4', '15']","래너 미터 저자(글) · 기세찬 , 권성욱 번역",글항아리,32.0
744,도쿄의 가장 밑바닥,요미우리 일본사회 아사히 메이지시대 와세다 하층민,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사'],"['33', '0', '0', '0', '67']",겐콘 이치호이 저자(글) · 김소운 번역,글항아리,3.0
745,실크로드의 악마들,중국 스타인 중앙아시아사 돈황 워너 중앙 아시아,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중앙아시아사'],"['25', '25', '13', '13', '25']",피터 홉커크 저자(글) · 김영종 번역,사계절,12.0
746,역사서설,투키디데스 이슬람사 이슬람 동방견문록 황하 유라시아 대륙,['국내도서 > 역사/문화 > 동양사 > 이슬람사'],"['53', '7', '20', '0', '20']",이븐 할둔 저자(글) · 김호동 번역,까치,18.0
747,신중국사,현대 중국 중국 공산당 중화민국 모택동 중화 인민공화국 청조,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['0', '0', '0', '0', '100']",존 K. 페어뱅크 저자(글) · 김형종 외 번역,까치,4.0
748,"다크 투어, 슬픔의 지도를 따라 걷다",인도네시아 타이베이 타이완 발리 말레이시아 학살,"['국내도서 > 역사/문화 > 동양사 > 동남아시아사', '국내도서 > 역사/문화 > 역사기행 > 역사기행일반', '국내도서 > 여행 > 테마여행 > 역사기행 > 역사기행일반']","['75', '0', '25', '0', '0']",김여정 저자(글),그린비,4.0
749,"과거, 중국의 시험지옥",만주족 몽골족 전시 부시 시험관 조고,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['0', '40', '40', '0', '20']",미야자키 이치사다 저자(글) · 전혜선 번역,역사비평사,10.0
750,중국중세사,강남 역자 서문 저자 서문 군벌 天下 남풍 대당,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['25', '8', '17', '25', '25']",미야쟈키 이치사다 저자(글) · 임중혁 번역,신서원,20.0
751,싱가포르역사 다이제스트100,말레이시아 영국 말레이 파커 초의 일본,['국내도서 > 역사/문화 > 동양사 > 동남아시아사'],"['20', '40', '20', '0', '20']",강승문 저자(글),가람기획,6.0
752,중국의 역사(수당오대),동아시아 세계 중앙아시아 세계 제국 지배 체제 한반도 현종,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국고대사', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['33', '67', '0', '0', '0']",누노메 조후 외 저자(글) · 임대희 번역,혜안,3.0
753,중국의 역사(위진남북조),화북 정치 강남 세기 전반 세기 후반 민족 국가,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국고대사', '국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['38', '25', '13', '0', '25']",가와카쓰 요시오 저자(글) · 임대희 번역,혜안,10.0
754,동아시아 속의 중국사,세계 대전 중화 청조 화북 쿠빌라이 내셔널리즘,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['67', '0', '33', '0', '0']","기시모토 미오 , 하마구치 노부코 저자(글) · 정혜중 번역",혜안,3.0
755,현대 중국을 찾아서1,만주족 건륭제 국민당 제스 마오쩌둥 타이완,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['25', '38', '13', '0', '25']",조너선 D. 스펜스 저자(글) · 김희교 옮김 번역,이산,13.0
756,번역과 일본의 근대,가토 일본근대사 유키치 후쿠자와 사상사 에도 시대,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 외국어 > 번역/통역 > 번역', '국내도서 > 대학교재 > 인문 > 역사']","['56', '0', '22', '0', '22']","마루야마 마사오 외 , 카토 슈이치 저자(글) · 임성모 번역",이산,15.0
757,현대일본의 역사 2,하버드 천황제 준이치로 고이즈미 러일 베르사유,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사'],"['38', '13', '0', '13', '38']","앤드루 고든 저자(글) · 문현숙 , 김우영 번역",이산,10.0
758,대만 거대한 역사를 품은 작은 행복의 나라,타이베이 세계문화 중화 베이징 이베이 중화민국,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['50', '20', '0', '0', '30']",최창근 저자(글),리수,12.0
759,한스 큉의 이슬람,그리스도인 세속주의 근동 부시 행정부 로마 가톨릭 그리스도,"['국내도서 > 종교 > 그외종교 > 이슬람교', '국내도서 > 역사/문화 > 동양사 > 이슬람사']","['0', '0', '100', '0', '0']",한스 큉 저자(글) · 손성현 번역,시와진실,2.0
760,모노가타리에서 하이쿠까지,설화 모노 이즈미 우타 헤이안 고바야시,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본문화사', '국내도서 > 역사/문화 > 문화사 > 일본문화사']","['67', '0', '33', '0', '0']",한국일어일문학회 저자(글),글로세움,3.0
761,일본어는 뱀장어 한국어는 자장,도쿄 일본 문화 무라카미 하루키 맥도날드 일본인 모노,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본문화사', '국내도서 > 역사/문화 > 문화사 > 일본문화사']","['100', '0', '0', '0', '0']",한국일어일문학회 저자(글),글로세움,1.0
762,동아시아 속의 한일 2천 년사,일본 열도 일본 서기 일본사 조선 침략 중국 조선 통신사,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본사일반'],"['0', '100', '0', '0', '0']",요시노 마코토 저자(글) · 한철호 번역,책과함께,2.0
763,중국 사상 문화 사전,도쿄 일본 개념어 중국학 역법 인륜,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국문화사', '국내도서 > 역사/문화 > 문화사 > 중국문화사']","['0', '0', '100', '0', '0']","김석근 , 김용천 , 박규태 번역 · 미조구치 유조 엮음",책과함께,1.0
764,당나라에 간 고양이,원소 중국 장안 천애 기연 이태백,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사'],"['53', '16', '0', '26', '5']",과지라 저자(글) · 조윤진 번역,달과소,20.0
765,하버드 중국사 진 한 최초의 중화제국,하버드 중국역사 친족 중국고대사 제국 백과전서,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국고대사'],"['60', '30', '0', '0', '10']",마크 에드워드 루이스 저자(글) · 김우영 번역,너머북스,11.0
766,한중일 비교 통사: 역사상의 재정립이 필요한 때,중국 일본 동아시아 한중일 동양사 류큐,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['50', '0', '33', '0', '17']",미야지마 히로시 저자(글) · 박은영 번역,너머북스,8.0
767,일본고중세사,가마쿠라 헤이안 시대 신정 고대 국가 무사 고대 사회,"['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본고대사', '국내도서 > 역사/문화 > 동양사 > 일본사 > 일본중세사']","['33', '33', '33', '0', '0']",구태훈 저자(글),재팬리서치21,3.0
768,스파이시 인도,커리 인도사 머튼 음식사 힌두 라우,"['국내도서 > 역사/문화 > 동양사 > 인도사', '국내도서 > 역사/문화 > 문화일반 > 음식문화']","['67', '33', '0', '0', '0']",홍지은 저자(글) · 조선희 사진,따비,4.0
769,이슬람 문화,이슬람교도 조체 중동 중근동 아랍 존재 양식,"['국내도서 > 인문 > 인문교양총서 > 인문교양총서일반', '국내도서 > 역사/문화 > 동양사 > 이슬람사']","['0', '33', '67', '0', '0']",이즈쓰 도시히코 저자(글) · 조영렬 번역,에이케이커뮤니케이션즈,3.0
770,사우디아라비아,이슬람 승계 왕위 미국 오사마 키신저,['국내도서 > 역사/문화 > 동양사 > 중동/기타'],"['0', '0', '0', '0', '0']",캐런 앨리엇 하우스 저자(글) · 빙진영 번역 · 서정민 해제,메디치미디어,9.0
771,자치통감 10: 권55~권60,원소 환관 역사서 장안 전국시대 중국중세사,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사'],"['0', '0', '0', '0', '100']",사마광 저자(글) · 권중달 번역,삼화,1.0
772,우리가 몰랐던 동남아 이야기 4: 부패와 자각의 시대,스트롱 미얀마 아시아 마닐라 방콕 갈라파고스,['국내도서 > 역사/문화 > 동양사 > 동남아시아사'],"['14', '43', '14', '0', '29']",신일용 저자(글),밥북,7.0
773,정사 삼국지: 위서 2,원소 후사 중국사 관우 조비 사마의,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사'],"['56', '11', '11', '0', '22']",진수 저자(글) · 김원중 번역,휴머니스트,11.0
774,정사 삼국지: 오서,손책 중국사 관우 강동 사마천 적벽,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사'],"['50', '10', '10', '10', '20']",진수 저자(글) · 김원중 번역,휴머니스트,14.0
775,정사 삼국지: 촉서,유선 중국사 사마천 관우 정사 손책,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국중세사'],"['69', '8', '0', '0', '23']",진수 저자(글) · 김원중 번역,휴머니스트,15.0
776,처음 읽는 터키사,유럽 콘스탄티노플 이스탄불 튀르크 제국 트로이,['국내도서 > 역사/문화 > 동양사 > 동양사일반'],"['18', '45', '9', '0', '27']",전국역사교사모임 저자(글),휴머니스트,14.0
777,처음 읽는 중국사,중화민국 유웨이 춘추 만주족 몽골 입헌군주제,['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국사일반'],"['41', '28', '10', '0', '21']",전국역사교사모임 저자(글),휴머니스트,33.0
778,국화와 칼,김윤식 일본문화 은혜 일본사 문화 일본인,['국내도서 > 역사/문화 > 동양사 > 일본사 > 일본사일반'],"['36', '18', '22', '5', '18']","루스 베네딕트 저자(글) · 김윤식 , 오인석 번역",을유문화사,113.0
779,강희제,중국 타이완 중국역사인물 만주족 마테오 시경,"['국내도서 > 역사/문화 > 동양사 > 중국사 > 중국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 중국역사인물', '국내도서 > 역사/문화 > 대학교재', '국내도서 > 대학교재 > 인문 > 역사']","['40', '0', '40', '0', '20']",조너선 D. 스펜스 저자(글) · 이준갑 번역,이산,10.0
780,최소한의 한국사,조선 한반도 신라 공민왕 정치사 남북국,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['28', '41', '6', '13', '12']",최태성 저자(글),프런트페이지,569.0
781,헤리티지: 대한민국의 유산,역사 유업 선각자 건국 기적 가능,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사'],"['18', '26', '13', '23', '21']",헤리티지 출판팀 저자(글),아크,46.0
782,이승만 대한민국 건국 대통령,자긍심 도약 왜곡 결과물 농지 반공주의,"['국내도서 > 어린이(초등) > 어린이만화 > 학습만화 > 한국사/인물/문화/지리', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물', '국내도서 > 어린이(초등) > 초등1-6학년 > 어린이만화 > 학습만화']","['0', '0', '13', '53', '33']",윤서인 저자(글) · 티라노 그림/만화,자유민주아카데미,15.0
783,"박시백의 고려사 4: 대몽항쟁의 끝, 부마국 고려",조선 충렬왕 몽골 고종 항전 무신,"['국내도서 > 역사/문화 > 한국사 > 고려시대', '국내도서 > 만화 > 역사만화']","['33', '33', '0', '33', '0']",박시백 저자(글),휴머니스트,3.0
784,와다 하루키의 한국전쟁 전사,중국 소련 김일성 스탈린 미국 일본,['국내도서 > 역사/문화 > 한국사 > 근현대사 > 해방전후사/한국전쟁'],"['0', '60', '0', '0', '40']","와다 하루키 저자(글) · 남상구 , 조윤수 번역",청아출판사,5.0
785,울게 되는 한국사,조선 일본 봉오동 한국사 이봉창 역사,"['국내도서 > 역사/문화 > 한국사 > 한국통사', '국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국근현대사']","['29', '14', '7', '21', '29']",김재원 저자(글),빅피시,15.0
786,30개 도시로 읽는 한국사,조선 중국 한국사 신의주 압록강 발해사,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['10', '40', '0', '20', '30']",함규진 저자(글),다산초당,20.0
787,쉽게 읽는 백범일지,백범 한국역사인물 교열 독립운동가 캡션 현대어,"['국내도서 > 시/에세이 > 테마에세이 > 일기/편지', '국내도서 > 시/에세이 > 나라별 에세이 > 한국에세이', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['43', '23', '29', '0', '6']",김구 저자(글) · 도진순 번역,돌베개,43.0
788,백범일지,겨레 한국역사인물 고문서 독립운동가 규장각 임정,"['국내도서 > 시/에세이 > 테마에세이 > 일기/편지', '국내도서 > 시/에세이 > 나라별 에세이 > 한국에세이', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['53', '16', '24', '2', '5']","김구 , 도진순 저자(글)",돌베개,181.0
789,벌거벗은 한국사: 사건편,조선 이완용 몽골 세계기록유산 소현 일본,"['국내도서 > 역사/문화 > 한국사 > 한국통사', '국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선시대일반']","['26', '29', '8', '14', '22']",tvN STORY 〈벌거벗은 한국사〉 제작팀 저자(글),프런트페이지,94.0
790,선거로 읽는 한국 현대사,공약 민주주의 직선제 투표 자치제 유권자,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 한국사 > 근현대사 > 한국현대사', '국내도서 > 역사/문화 > 청소년 역사']","['0', '0', '0', '0', '0']",이임하 저자(글),철수와영희,1.0
791,신비 섬 제주 유산,한라산 몽골 일출봉 탐라 신라 김만덕,"['국내도서 > 역사/문화 > 한국사 > 한국문화사', '국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 역사/문화 > 문화사 > 한국문화사', '국내도서 > 역사/문화 > 청소년 역사', '국내도서 > 여행 > 국내여행 > 제주도', '국내도서 > 청소년 > 청소년 역사']","['10', '20', '0', '30', '40']",고진숙 저자(글),블랙피쉬,10.0
792,벌거벗은 한국사: 인물편,의자왕 이성계 사람이야기 조선 연산군 태조,"['국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['18', '43', '11', '7', '20']",tvN STORY 〈벌거벗은 한국사〉 제작팀 저자(글) · 최태성 감수,프런트페이지,120.0
793,난중일기(완역본),명량 이순신 한산 세계기록유산 유네스코 성균관,"['국내도서 > 역사/문화 > 한국사 > 조선시대 > 조선중기', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 한국사 > 한국역사인물', '국내도서 > 역사/문화 > 역사인물 > 한국역사인물']","['31', '19', '5', '19', '26']",이순신 저자(글) · 노승석 번역,여해,49.0
794,친일파 열전,일본 역사 친일 역사만화 청산 일제 강점기,"['국내도서 > 역사/문화 > 한국사 > 개화기 > 일제시대', '국내도서 > 만화 > 역사만화']","['35', '21', '29', '5', '11']",민족문제연구소 기획 · 박시백 저자(글),비아북,126.0
795,우리가 오해한 한국사,황희 신숙주 신채호 역사학 조선 정몽주,['국내도서 > 역사/문화 > 한국사 > 한국통사'],"['0', '100', '0', '0', '0']",이문영 저자(글),역사산책,1.0
