,title,keyword,category,score,author,publisher,reviewnum
100,원자력 X파일,에너지 유럽 시장 지속 중심 책임,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치사']","['0', '25', '0', '0', '75']",이정윤 저자(글) · 시민언론 더탐사 기획,내일을여는책,4.0
101,불가능했던 동맹 성공한 동행,정치 미국 진실 걱정 현실 지배,['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 한국외교'],"['0', '83', '0', '17', '0']",최형두 저자(글),21세기북스,6.0
102,약속의 땅,백악관 인문교양 내주 정치가 넵튠 회고록,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인', '국내도서 > 정치/사회 > 정치/외교 > 정치가']","['48', '18', '18', '5', '11']",버락 오바마 저자(글) · 노승영 번역,웅진지식하우스,266.0
103,국제정치 패러다임,유럽 운명 정부 주의 비판 통합,"['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']","['25', '13', '25', '0', '38']",박재영 저자(글),법문사,8.0
104,취향의 정치학,문화 자본 문화 이론 아비투스 가라타니 고진 계급 구별,"['국내도서 > 인문 > 철학 > 서양철학자 > 그외철학자들', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']","['20', '40', '40', '0', '0']",홍성민 저자(글),현암사,9.0
105,변환의 세계정치,에너지 경제 생산 국제정치학 근대 시각,"['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']","['33', '0', '27', '0', '40']","남궁곤 편집 · 하영선 , 강상규 , 김상배 , 김준석 저자(글)",을유문화사,15.0
106,메이지유신의 무대 뒤,일본 정부 영국 서문 정치 전개,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 일본정치', '국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사']","['33', '0', '0', '0', '67']",이시이 다카시 저자(글) · 김영작 번역,일조각,4.0
107,아무도 흔들 수 없는 나라,철학 대한민국 정책 방향 운영 실천,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치일반', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인', '국내도서 > 정치/사회 > 정치/외교 > 정치가']","['76', '5', '12', '1', '6']",문재인 저자(글) · 대통령 비서실 엮음,김영사,254.0
108,영원한 동맹이라는 역설,전쟁 미국 한국 정부 균형 정책,['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 한국외교'],"['38', '8', '23', '0', '31']",김준형 저자(글),창비,18.0
109,지도로 보는 세계정세,국제정치 정치 국제 중국 국제관계 사건,['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계'],"['20', '33', '27', '0', '20']",파스칼 보니파스 저자(글) · 강현주 번역,청아출판사,15.0
110,정치와 도덕을 말하다,주 정부 시민 생활 배아줄기세포 공공 영역 존 롤스 사생활 보호,"['국내도서 > 인문 > 철학 > 주제별철학 > 도덕철학', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']","['32', '11', '32', '11', '16']","마이클 샌델 저자(글) · 안진환 , 김선욱 번역",와이즈베리,36.0
111,정치철학,홉스 로크 정치가 입헌 사회 계약 돈 이야기,"['국내도서 > 인문 > 인문교양총서 > 인문교양총서일반', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']","['31', '23', '31', '0', '15']",스티븐 스미스 저자(글) · 오숙은 번역,문학동네,15.0
112,산업사회와 그 미래,심리 편지 미국 비판 박사 후기,"['국내도서 > 정치/사회 > 정치/외교 > 정치사상 > 정치혁명/테러', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']","['0', '33', '33', '33', '0']",테어도르 카진스키 저자(글) · 조병준 번역,박영률출판사,4.0
113,정치의 발견,실천 시각 에필로그 비판 프롤로그 관점,['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치일반서'],"['25', '50', '25', '0', '0']",박상훈 저자(글),후마니타스,5.0
114,소명으로서의 정치,정치 철학 이해 구분 강의 대중,['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학'],"['43', '29', '14', '0', '14']",막스 베버 저자(글) · 박상훈 번역,후마니타스,8.0
115,정치철학사,사유 현실 정치 자유 시장 상부 구조 튀빙겐 생존 투쟁,"['국내도서 > 인문 > 철학 > 교양철학', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']","['0', '0', '50', '0', '50']","오트프리트 회페 저자(글) · 정대성 , 노경호 번역",길,3.0
116,분노와 용서,정치 감정 부모 탐구 사회학 반응,"['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치비평', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']","['0', '25', '25', '0', '50']",마사 C. 누스바움 저자(글) · 강동혁 번역,뿌리와이파리,6.0
117,세계시민주의 전통,서양철학 시민 가치 인간 존엄 국적 숙고,"['국내도서 > 인문 > 철학 > 서양철학일반 > 서양철학의이해', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 사회철학']","['50', '25', '25', '0', '0']",마사 C. 누스바움 저자(글) · 강동혁 번역,뿌리와이파리,4.0
118,대통령 이승만,일본 편지 자료 평생 대한민국 종합,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']","['100', '0', '0', '0', '0']",안병훈 저자(글),기파랑,5.0
119,청소년을 위한 사회학 에세이,교과 공부 개념 정리 바라나시 아이돌 클럽 복지 제도,"['국내도서 > 청소년 > 청소년 에세이', '국내도서 > 시/에세이 > 청소년 시/에세이 > 청소년 에세이', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회', '국내도서 > 청소년 > 청소년 인문교양']","['13', '33', '27', '0', '27']",구정화 저자(글),해냄출판사,25.0
120,운명이다,죽음 정치 기록 정치가 인생 정리,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']","['69', '11', '11', '0', '9']",유시민 정리 · 노무현재단 엮음,돌베개,37.0
121,마키아벨리 군주론,군주국 정치철학 야만족 덕정 르투 성립 배경,"['국내도서 > 인문 > 철학 > 서양철학자 > 마키아벨리', '국내도서 > 인문 > 대학교재 > 철학', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학', '국내도서 > 대학교재 > 인문 > 철학']","['33', '25', '24', '1', '16']",니콜로 마키아벨리 저자(글) · 신동준 번역,인간사랑,89.0
122,중국의 붉은 별,유럽 소년 혁명 중국정치 중국근현대사 최초,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 중국정치', '국내도서 > 역사/문화 > 동양사 > 중국사 > 중국근현대사']","['62', '15', '15', '0', '8']","에드거 스노 저자(글) · 홍수원 , 안양노 , 신홍범 번역",두레,18.0
123,미국 대도시의 죽음과 삶,지구 미국정치 종류 계획 반대 실패,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 미국정치'],"['57', '7', '14', '7', '14']",제인 제이콥스 저자(글) · 유강은 번역,그린비,16.0
124,백년의 마라톤,불안 미국 평화 추구 논리 강조,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 중국정치'],"['20', '20', '15', '0', '45']",마이클 필스버리 저자(글) · 한정은 번역,영림카디널,21.0
125,박정희 평전,정치 심리 불안 정치가 체제 인식,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']","['33', '50', '17', '0', '0']",전인권 저자(글),이학사,9.0
126,일반인을 위한 한국은행의 알기쉬운 경제이야기,주체 국제 마무리 시장 나라 부록,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 경제/경영 > 경제일반 > 경제상식/경제이야기']","['20', '20', '40', '20', '0']",한국은행 저자(글),한국은행,8.0
127,꼭 알아야 할 전력산업 밸류체인,에너지 발전 안정 회사 지속 성장,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 기술/공학 > 전기/전자 > 전력']","['0', '100', '0', '0', '0']","산업통상자원부 , 전력거래소 저자(글)",진한엠앤비,1.0
128,종교계 레프트코드,조선 교회 지적 지원 대한민국 주장,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 종교 > 종교일반 > 종교문화']","['0', '0', '0', '0', '100']",김성욱 저자(글),자유기업원,1.0
129,수경재배,현황 문헌 종류 관리 일반 참고,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 기술/공학 > 농수산/축산 > 원예/작물학/임학 > 재배/보호']","['0', '0', '0', '0', '100']",농촌진흥청 저자(글),진한엠앤비,2.0
130,경찰백서(2022),공감 원칙 현황 체제 시행 대응,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 정치/사회 > 행정/정책 > 경찰/경호 > 경찰학/경찰행정']","['0', '100', '0', '0', '0']",경찰청 저자(글),경찰청,1.0
131,꼭 알아야 할 전력산업 키워드,투자 에너지 전환 약속 혁명 생산,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 기술/공학 > 전기/전자 > 전력']","['0', '0', '0', '0', '100']","산업통상자원부 , 전력거래소 저자(글)",진한엠앤비,2.0
132,청년빈곤의 다차원적 특성분석과 정책대응 방안,현황 지방 결론 지원 한계 요약,"['국내도서 > 정치/사회 > 정부간행물', '국내도서 > 정치/사회 > 사회문제/복지 > 사회복지 > 사회복지일반']","['0', '100', '0', '0', '0']","김문길 , 김태완 , 임완섭 , 정은희 , 김재호 , 안주영 , 김성아 , 이주미 , 정희선 , 최준영 저자(글)",한국보건사회연구원,1.0
